,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,SaleType,PorchTotalSF,ProxCondition_Norm,BldgType_Is_1Fam,Heating_Is_GasA,HeatingQC_Is_OK,SalePrice
1151,20,FV_or_RL,134.0,17755,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkFace,132.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1466.0,Y,SBrkr,1466,0,1466,0_or_1,1,Fa,6,True,4_or_2,Y,0,Other,240,True,True,True,True,149900
1152,20,FV_or_RL,90.0,14115,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,7_or_8_or_6,Gable,ImStucc_or_Stone,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1073.0,Y,SBrkr,1811,0,1811,0_or_1,0_or_2,Ex,6,True,4_or_2,Y,0,Other,280,True,True,True,True,230000
1153,30,RH_or_RM,,5890,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,1Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,BrkTil,816.0,Y,SBrkr,816,0,816,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,96,True,True,True,True,120500
1154,60,FV_or_RL,,13700,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,2Story,7,7_or_8_or_6,Gable,VinylSd,Stone,288.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,902,918,1820,0_or_1,0_or_2,Gd,8,True,4_or_2,Y,60,Other,357,True,True,True,True,201800
1155,20,FV_or_RL,90.0,10768,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1437.0,Y,SBrkr,1437,0,1437,2,0_or_2,Gd,6,True,4_or_2,Y,0,Other,201,True,True,True,True,218000
1156,80,FV_or_RL,85.0,9350,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1219.0,Y,SBrkr,1265,0,1265,2,0_or_2,Gd,6,True,4_or_2,Y,0,Other,188,True,True,True,False,179900
1157,120,FV_or_RL,34.0,5001,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,7,9_or_5,Gable,VinylSd,Stone,166.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1314.0,Y,SBrkr,1314,0,1314,2,0_or_2,Gd,6,True,4_or_2,Y,172,Other,62,True,False,True,True,230000
1158,20,FV_or_RL,92.0,11932,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,Stone,186.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1580.0,Y,SBrkr,1580,0,1580,2,0_or_2,Gd,7,False,3,Y,0,Other,24,False,True,True,True,235128
1159,60,FV_or_RL,76.0,9120,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,270.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,901.0,Y,SBrkr,943,933,1876,2,1,Gd,8,True,4_or_2,Y,0,Other,69,True,True,True,True,185000
1160,160,FV_or_RL,24.0,2280,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,855.0,Y,SBrkr,855,601,1456,2,1,TA,7,True,4_or_2,Y,26,Other,0,True,False,True,False,146000
1161,20,FV_or_RL,,14778,Pave,No_Alley_Access,IR1,Low,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,72.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1296.0,Y,SBrkr,1640,0,1640,0_or_1,0_or_2,Gd,7,True,4_or_2,Y,108,Other,216,False,True,True,True,224000
1162,20,FV_or_RL,109.0,8724,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,894.0,Y,SBrkr,894,0,894,0_or_1,0_or_2,TA,5,True,4_or_2,Y,0,Other,0,True,True,True,False,129000
1163,90,FV_or_RL,60.0,12900,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,4_or_3,2_or_4_or_3_or_1,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1198.0,Y,SBrkr,1258,0,1258,0_or_1,0_or_2,TA,6,False,4_or_2,Y,120,Other,0,False,False,True,True,108959
1164,80,FV_or_RL,,16157,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,5,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1360.0,Y,SBrkr,1432,0,1432,0_or_1,1,Gd,5,True,4_or_2,Y,168,Other,180,False,True,True,True,194000
1165,20,FV_or_RL,79.0,9541,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,7,9_or_5,Gable,VinylSd,Stone,268.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1502.0,Y,SBrkr,1502,0,1502,2,0_or_2,Gd,7,False,4_or_2,Y,0,New_or_Con,114,True,True,True,True,233170
1166,20,FV_or_RL,64.0,10475,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,Stone,72.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1694.0,Y,SBrkr,1694,0,1694,2,0_or_2,Gd,7,False,3,Y,160,Other,33,True,True,True,True,245350
1167,60,FV_or_RL,58.0,10852,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,959.0,Y,SBrkr,959,712,1671,2,1,TA,7,True,4_or_2,Y,0,Other,38,False,True,True,True,173000
1168,70,FV_or_RL,120.0,13728,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1127.0,Y,SBrkr,1236,872,2108,2,0_or_2,Gd,7,True,4_or_2,Y,0,Other,90,True,True,True,True,235000
1169,60,FV_or_RL,118.0,35760,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,1378.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1930.0,Y,SBrkr,1831,1796,3627,3,1,Gd,10,True,3,Y,361,Other,76,True,True,True,True,625000
1170,80,FV_or_RL,76.0,9880,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1096.0,Y,SBrkr,1118,0,1118,0_or_1,0_or_2,TA,6,True,1,Y,203,Other,0,True,True,True,True,171000
1171,20,FV_or_RL,76.0,9120,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1261.0,Y,SBrkr,1261,0,1261,0_or_1,0_or_2,TA,6,True,4_or_2,Y,0,Other,288,True,True,True,True,163000
1172,160,FV_or_RL,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,625.0,Y,SBrkr,625,625,1250,2,1,Gd,5,False,4_or_2,Y,0,Other,54,True,False,True,True,171900
1173,50,FV_or_RL,138.0,18030,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_2,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1598.0,Y,SBrkr,1636,971,3086,3,0_or_2,Ex,12,True,0,Y,122,Other,0,True,True,True,True,200500
1174,70,FV_or_RL,80.0,16560,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,952.0,Y,SBrkr,1170,1175,2345,2,1,TA,9,True,4_or_2,Y,0,Other,0,True,True,True,True,239000
1175,50,FV_or_RL,85.0,10678,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,Other,8,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,337.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1683.0,Y,SBrkr,2129,743,2872,2,1,Gd,9,True,4_or_2,Y,0,Other,33,True,True,True,True,285000
1176,20,FV_or_RL,37.0,6951,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,876.0,Y,SBrkr,923,0,923,0_or_1,0_or_2,TA,5,False,1,Y,362,Other,0,True,True,True,True,119500
1177,50,RH_or_RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,818.0,Y,SBrkr,818,406,1224,0_or_1,0_or_2,TA,5,False,1,P_or_N,0,Other,116,False,True,True,True,115000
1178,50,FV_or_RL,54.0,7681,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,731.0,Y,SBrkr,820,523,1343,0_or_1,1,TA,7,True,1,Y,192,Other,102,True,True,True,True,154900
1179,20,FV_or_RL,77.0,8335,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,Y,SBrkr,1124,0,1124,0_or_1,0_or_2,TA,5,True,0,P_or_N,0,Other,226,True,True,True,False,93000
1180,60,FV_or_RL,,11170,Pave,No_Alley_Access,IR2,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1216.0,Y,SBrkr,1298,1216,2514,2,1,TA,8,False,4_or_2,Y,0,Other,0,True,True,True,True,250000
1181,120,RH_or_RM,64.0,5587,Pave,No_Alley_Access,IR1,HLS,AllPub,Other,Mod,Tier_2,1Story,8,9_or_5,Hip,CemntBd,Stone,186.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,1600.0,Y,SBrkr,1652,0,1652,2,0_or_2,Gd,5,True,4_or_2,Y,162,New_or_Con,206,True,False,True,True,392500
1182,60,FV_or_RL,160.0,15623,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,2396.0,Y,SBrkr,2411,2065,4476,3,1,Ex,10,True,3,Y,171,Other,78,True,True,True,True,745000
1183,30,FV_or_RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,1120.0,Y,SBrkr,1130,0,1130,0_or_1,0_or_2,TA,5,True,4_or_2,Y,229,Other,0,True,True,True,True,120000
1184,20,FV_or_RL,50.0,35133,Grvl,No_Alley_Access,Reg,Lvl,AllPub,Other,Mod,Tier_2,1Story,5,2_or_4_or_3_or_1,Hip,HBoard_to_MetalSd,BrkFace,226.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1572.0,Y,SBrkr,1572,0,1572,0_or_1,1,TA,5,True,3,Y,0,Other,526,True,True,True,False,186700
1185,50,FV_or_RL,60.0,9738,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,AsbsShng_to_BrkComm,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,784.0,Y,SBrkr,949,272,1221,0_or_1,0_or_2,TA,7,False,1,Y,0,Other,236,True,True,True,False,104900
1186,190,FV_or_RL,107.0,10615,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Mod,Tier_3,2Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,978.0,Y,SBrkr,1014,685,1699,2,0_or_2,TA,7,False,4_or_2,Y,0,Other,74,False,False,True,True,95000
1187,20,FV_or_RL,89.0,12461,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,ImStucc_or_Stone,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1624.0,Y,SBrkr,1624,0,1624,2,0_or_2,Gd,5,True,3,Y,0,Other,306,True,True,True,True,262000
1188,60,FV_or_RL,68.0,8935,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkFace,95.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,831.0,Y,SBrkr,831,829,1660,2,1,Gd,7,False,4_or_2,Y,144,Other,68,True,True,True,True,195000
1189,60,FV_or_RL,60.0,7500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,994.0,Y,SBrkr,1028,776,1804,2,1,Gd,7,True,4_or_2,Y,140,Other,60,True,True,True,False,189000
1190,190,FV_or_RL,,32463,Pave,No_Alley_Access,Reg,Low,AllPub,Other,Mod,Tier_3,1Story,4_or_3,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,Stone,149.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1249.0,Y,SBrkr,1622,0,1622,0_or_1,0_or_2,TA,7,True,4_or_2,Y,439,Other,0,True,False,True,True,168000
1191,160,FV_or_RL,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,456.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,776.0,Y,SBrkr,764,677,1441,2,1,Gd,5,False,4_or_2,Y,206,Other,0,True,False,True,True,174000
1192,50,RH_or_RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gambrel,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,702.0,Y,SBrkr,842,630,1472,0_or_1,0_or_2,Gd,6,False,1,P_or_N,0,Other,84,True,True,True,False,125000
1193,120,RH_or_RM,,4500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Hip,VinylSd,BrkFace,425.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1224.0,Y,SBrkr,1224,0,1224,2,0_or_2,TA,5,False,4_or_2,Y,0,Other,304,True,False,True,True,165000
1194,60,FV_or_RL,80.0,9364,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,Stone,143.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,663.0,Y,SBrkr,663,689,1352,0_or_1,1,TA,7,False,1,Y,379,Other,36,True,True,True,True,158000
1195,60,FV_or_RL,51.0,8029,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,728.0,Y,SBrkr,728,728,1456,2,1,Gd,8,False,4_or_2,Y,100,Other,24,True,True,True,True,176000
1196,60,FV_or_RL,58.0,14054,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,879.0,Y,SBrkr,879,984,1863,2,1,Gd,9,True,3,Y,100,New_or_Con,17,True,True,True,True,219210
1197,75,RH_or_RM,65.0,8850,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,Other,7,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,815.0,Y,SBrkr,815,875,1690,0_or_1,0_or_2,TA,7,True,1,Y,0,Other,330,True,True,True,True,144000
1198,20,FV_or_RL,70.0,9100,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1212.0,Y,SBrkr,1212,0,1212,2,0_or_2,Gd,6,False,4_or_2,Y,356,Other,0,True,True,True,True,178000
1199,20,FV_or_RL,75.0,11235,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,51.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1051.0,Y,SBrkr,1382,0,1382,0_or_1,1,TA,6,True,4_or_2,Y,0,Other,82,True,True,True,False,148000
1200,20,FV_or_RL,71.0,9353,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,False,116050
1201,60,FV_or_RL,80.0,10400,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,866.0,Y,SBrkr,866,913,1779,2,1,Gd,6,False,4_or_2,Y,198,Other,36,True,True,True,True,197900
1202,50,RH_or_RM,50.0,6000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,884.0,Y,SBrkr,884,464,1348,0_or_1,0_or_2,TA,5,True,1,P_or_N,0,Other,208,True,True,True,True,117000
1203,20,FV_or_RL,75.0,9750,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkFace,171.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1630.0,Y,SBrkr,1630,0,1630,2,0_or_2,Gd,6,True,4_or_2,Y,74,Other,234,True,True,True,True,213000
1204,20,FV_or_RL,78.0,10140,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1056.0,Y,SBrkr,1074,0,1074,0_or_1,1,TA,6,False,4_or_2,Y,0,Other,88,True,True,True,True,153500
1205,20,FV_or_RL,90.0,14684,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,7,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,234.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,2158.0,Y,SBrkr,2196,0,2196,2,0_or_2,Gd,7,True,3,Y,84,Other,70,True,True,True,False,271900
1206,20,RH_or_RM,,8900,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,4_or_3,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1056.0,Y,SBrkr,1056,0,1056,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,42,True,True,True,True,107000
1207,20,FV_or_RL,70.0,9135,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Gable,VinylSd,BrkFace,120.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1682.0,Y,SBrkr,1700,0,1700,2,0_or_2,Gd,7,False,4_or_2,Y,192,Other,23,True,True,True,True,200000
1208,20,FV_or_RL,70.0,7763,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,931.0,Y,SBrkr,1283,0,1283,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,True,140000
1209,20,FV_or_RL,85.0,10182,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,8,9_or_5,Hip,VinylSd,Stone,420.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1660.0,Y,SBrkr,1660,0,1660,2,0_or_2,Gd,8,True,4_or_2,Y,322,New_or_Con,50,False,True,True,True,290000
1210,60,FV_or_RL,70.0,11218,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1055.0,Y,SBrkr,1055,790,1845,2,1,Gd,8,True,4_or_2,Y,635,Other,104,True,True,True,True,189000
1211,50,FV_or_RL,152.0,12134,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Mod,Tier_2,Other,8,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,559.0,Y,SBrkr,1080,672,1752,2,0_or_2,TA,8,False,4_or_2,Y,325,Other,12,True,True,True,False,164000
1212,30,FV_or_RL,50.0,9340,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,672.0,Y,SBrkr,672,0,672,0_or_1,0_or_2,TA,4,False,1,P_or_N,0,Other,113,True,True,True,True,113000
1213,80,FV_or_RL,,10246,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_3,Other,4_or_3,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,648.0,Y,SBrkr,960,0,960,0_or_1,0_or_2,TA,3,False,1,Y,88,Other,0,True,True,True,True,145000
1214,85,FV_or_RL,69.0,10205,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,925.0,Y,SBrkr,999,0,999,0_or_1,0_or_2,TA,6,False,1,Y,150,Other,72,True,True,True,True,134500
1215,20,FV_or_RL,99.0,7094,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,894.0,Y,SBrkr,894,0,894,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,True,125000
1216,90,RH_or_RM,68.0,8930,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,Y,SBrkr,1318,584,1902,2,0_or_2,TA,8,False,4_or_2,Y,0,Other,0,False,False,True,True,112000
1217,20,FV_or_RL,72.0,8640,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,CemntBd,Stone,72.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1300.0,Y,SBrkr,1314,0,1314,2,0_or_2,Gd,6,False,4_or_2,Y,135,New_or_Con,112,True,True,True,True,229456
1218,50,RH_or_RM,52.0,6240,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,4_or_3,9_or_5,Gable,AsbsShng_to_BrkComm,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,N,SBrkr,672,240,912,0_or_1,0_or_2,TA,3,False,0,P_or_N,0,Other,0,True,True,True,False,80500
1219,160,RH_or_RM,21.0,1680,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,6,9_or_5,Gable,CemntBd,BrkFace,236.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,672.0,Y,SBrkr,672,546,1218,0_or_1,1,TA,7,False,0,P_or_N,201,Other,0,True,False,True,True,91500
1220,20,FV_or_RL,66.0,7800,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,912.0,Y,SBrkr,912,0,912,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,True,115000
1221,20,FV_or_RL,55.0,8250,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,952.0,Y,SBrkr,1211,0,1211,0_or_1,0_or_2,TA,5,True,1,Y,0,Other,63,False,True,True,True,134000
